,Index,版標流水號,貼標開始,貼標結束,是否結束,花費時間,貼標人數(人),貼標ID,operator
1525,TTWK000436573118419,TTWK000436573,2021/10/19 13:01:21,2021/10/19 13:38:23,YES,37,1,118419,118419
1526,TTWK000436569118419,TTWK000436569,2021/10/19 13:01:23,2021/10/19 13:38:23,YES,37,1,118419,118419
1527,TTWK000436568118419,TTWK000436568,2021/10/19 13:01:27,2021/10/19 13:38:23,YES,37,1,118419,118419
1528,TTWK000436571118419,TTWK000436571,2021/10/19 13:01:31,2021/10/19 13:38:23,YES,37,1,118419,118419
1529,TTWK000436570118419,TTWK000436570,2021/10/19 13:01:32,2021/10/19 13:38:23,YES,37,1,118419,118419
1532,TTWK000436577118419,TTWK000436577,2021/10/19 13:37:37,2021/10/19 14:14:01,YES,36,1,118419,118419
1534,TTWK000436581118419,TTWK000436581,2021/10/19 13:37:45,2021/10/19 14:14:01,YES,36,1,118419,118419
1535,TTWK000436599118419,TTWK000436599,2021/10/19 13:37:47,2021/10/19 14:14:01,YES,36,1,118419,118419
1540,TTWK00043658389431,TTWK000436583,2021/10/19 14:14:01,2021/10/19 14:14:01,YES,0,1,89431,89431
1541,TTWK00043658089431,TTWK000436580,2021/10/19 14:14:01,2021/10/19 14:14:01,YES,0,1,89431,89431
1542,TTWK00043658689431,TTWK000436586,2021/10/19 14:14:01,2021/10/19 14:14:01,YES,0,1,89431,89431
1550,89431118419,89431,2021/10/19 15:25:07,尚未完成,NO,,0,118419,118419
1551,89431118419,89431,2021/10/19 14:14:01,尚未完成,NO,,0,118419,118419
1553,8943189431,89431,2021/10/19 14:14:01,尚未完成,NO,,0,89431,89431
1555,5199989431,51999,2021/10/19 14:14:01,尚未完成,NO,,0,89431,89431
1565,TTWK00045769743967,TTWK000457697,2021/10/19 14:14:01,尚未完成,NO,,1,43967,43967
1566,TTWK00045769643967,TTWK000457696,2021/10/19 14:14:01,2021/10/19 14:26:46,YES,13,1,43967,43967
1567,TTWK00045769243967,TTWK000457692,2021/10/19 14:14:01,2021/10/19 14:26:46,YES,13,1,43967,43967
1588,TTWK000436593118400,TTWK000436593,2021/10/19 14:14:01,2021/10/19 15:15:38,YES,62,1,118400,118400
1589,TTWK000436594118400,TTWK000436594,2021/10/19 14:14:01,2021/10/19 15:15:38,YES,62,1,118400,118400
1590,TTWK000436595118400,TTWK000436595,2021/10/19 14:14:01,2021/10/19 15:15:38,YES,62,1,118400,118400
1591,TTWK000436603118400,TTWK000436603,2021/10/19 14:14:01,2021/10/19 15:15:38,YES,62,1,118400,118400
1592,TTWK000436601118400,TTWK000436601,2021/10/19 14:14:01,2021/10/19 15:15:38,YES,62,1,118400,118400
1593,TTWK000436600118400,TTWK000436600,2021/10/19 14:14:01,2021/10/19 15:15:38,YES,62,1,118400,118400
1595,TTWK000425717118419,TTWK000425717,2021/10/19 14:19:04,2021/10/19 14:58:09,YES,39,1,118419,118419
1596,TTWK000457699118419,TTWK000457699,2021/10/19 14:19:07,2021/10/19 14:58:09,YES,39,1,118419,118419
1597,TTWK000457700118419,TTWK000457700,2021/10/19 14:19:13,2021/10/19 14:58:09,YES,39,1,118419,118419
1598,TTWK000457701118419,TTWK000457701,2021/10/19 14:19:17,2021/10/19 14:58:09,YES,39,1,118419,118419
1606,TTWK00045769843967,TTWK000457698,2021/10/19 14:29:14,2021/10/19 14:58:09,YES,29,1,43967,43967
1607,TTWK00045769543967,TTWK000457695,2021/10/19 14:29:15,2021/10/19 14:58:09,YES,29,1,43967,43967
1608,TTWK00045769443967,TTWK000457694,2021/10/19 14:29:22,2021/10/19 14:58:09,YES,29,1,43967,43967
1610,TTWK000451979118419,TTWK000451979,2021/10/19 14:36:48,2021/10/19 14:58:09,YES,21,1,118419,118419
1611,TTWK000457703118419,TTWK000457703,2021/10/19 14:36:52,2021/10/19 14:58:09,YES,21,1,118419,118419
1612,TTWK000457691118419,TTWK000457691,2021/10/19 14:36:53,2021/10/19 14:58:09,YES,21,1,118419,118419
1613,TTWK000457705118419,TTWK000457705,2021/10/19 14:37:01,2021/10/19 14:58:09,YES,21,1,118419,118419
1614,TTWK000457706118419,TTWK000457706,2021/10/19 14:37:02,2021/10/19 14:58:09,YES,21,1,118419,118419
1615,TTWK000457704118419,TTWK000457704,2021/10/19 14:37:03,尚未完成,NO,,1,118419,118419
1618,TTWK00045771143967,TTWK000457711,2021/10/19 14:58:09,尚未完成,NO,,1,43967,43967
1619,TTWK00045198043967,TTWK000451980,2021/10/19 14:58:09,尚未完成,NO,,1,43967,43967
1620,TTWK00045770843967,TTWK000457708,2021/10/19 14:58:09,2021/10/19 15:00:12,YES,2,1,43967,43967
1621,TTWK00045770943967,TTWK000457709,2021/10/19 14:58:09,2021/10/19 15:00:12,YES,2,1,43967,43967
1622,TTWK00045771043967,TTWK000457710,2021/10/19 14:58:09,尚未完成,NO,,1,43967,43967
1624,TTWK000451981118419,TTWK000451981,2021/10/19 14:58:09,尚未完成,NO,,1,118419,118419
1625,TTWK000451983118419,TTWK000451983,2021/10/19 14:58:09,尚未完成,NO,,1,118419,118419
1626,TTWK000457712118419,TTWK000457712,2021/10/19 14:58:09,尚未完成,NO,,1,118419,118419
1627,TTWK000451982118419,TTWK000451982,2021/10/19 14:58:09,尚未完成,NO,,1,118419,118419
1628,TTWK000457707118419,TTWK000457707,2021/10/19 14:58:09,尚未完成,NO,,1,118419,118419
1629,TTWK000457713118419,TTWK000457713,2021/10/19 14:58:09,尚未完成,NO,,1,118419,118419
1631,TTWK00045779043967,TTWK000457790,2021/10/19 15:01:17,尚未完成,NO,,1,43967,43967
1633,TTWK00045005251999,TTWK000450052,2021/10/19 15:12:57,2021/10/19 15:59:39,YES,47,1,51999,51999
1635,TTWK00045773143967,TTWK000457731,2021/10/19 15:13:35,2021/10/19 15:16:12,YES,3,1,43967,43967
1637,TTWK000457730118419,TTWK000457730,2021/10/19 15:14:19,2021/10/19 15:58:39,YES,44,1,118419,118419
1638,TTWK000457723118419,TTWK000457723,2021/10/19 15:14:24,2021/10/19 15:58:39,YES,44,1,118419,118419
1640,118419118419,118419,2021/10/19 15:15:19,尚未完成,NO,,0,118419,118419
1641,TTWK000457721118419,TTWK000457721,2021/10/19 15:14:48,2021/10/19 15:58:39,YES,44,1,118419,118419
1642,TTWK000457725118419,TTWK000457725,2021/10/19 15:14:51,尚未完成,NO,,1,118419,118419
1643,TTWK000457726118419,TTWK000457726,2021/10/19 15:14:52,尚未完成,NO,,1,118419,118419
1644,TTWK000457728118419,TTWK000457728,2021/10/19 15:14:52,尚未完成,NO,,1,118419,118419
1645,TTWK000457729118419,TTWK000457729,2021/10/19 15:14:55,尚未完成,NO,,1,118419,118419
1646,TTWK000457727118419,TTWK000457727,2021/10/19 15:14:55,尚未完成,NO,,1,118419,118419
1648,TTWK00045774443967,TTWK000457744,2021/10/19 15:21:40,2021/10/19 15:28:41,YES,7,1,43967,43967
1649,TTWK00045774743967,TTWK000457747,2021/10/19 15:21:40,2021/10/19 15:28:41,YES,7,1,43967,43967
1650,TTWK00045774543967,TTWK000457745,2021/10/19 15:21:41,2021/10/19 15:28:41,YES,7,1,43967,43967
1651,TTWK00045774643967,TTWK000457746,2021/10/19 15:21:42,2021/10/19 15:28:41,YES,7,1,43967,43967
1652,TTWK00045774843967,TTWK000457748,2021/10/19 15:21:50,2021/10/19 15:28:41,YES,7,1,43967,43967
1653,TTWK00045774943967,TTWK000457749,2021/10/19 15:21:51,2021/10/19 15:28:41,YES,7,1,43967,43967
1654,TTWK00045775043967,TTWK000457750,2021/10/19 15:21:54,2021/10/19 15:28:41,YES,7,1,43967,43967
1656,TTWK00045774389431,TTWK000457743,2021/10/19 15:25:34,2021/10/19 15:42:40,YES,17,1,89431,89431
1657,TTWK00045774289431,TTWK000457742,2021/10/19 15:25:38,2021/10/19 15:42:40,YES,17,1,89431,89431
1658,TTWK00045773989431,TTWK000457739,2021/10/19 15:25:47,2021/10/19 15:42:40,YES,17,1,89431,89431
1659,TTWK00045774189431,TTWK000457741,2021/10/19 15:25:55,2021/10/19 15:42:40,YES,17,1,89431,89431
1660,TTWK00045774089431,TTWK000457740,2021/10/19 15:25:59,2021/10/19 15:42:40,YES,17,1,89431,89431
1661,TTWK00045773889431,TTWK000457738,2021/10/19 15:26:09,2021/10/19 15:42:40,YES,17,1,89431,89431
1663,TTWK000457735118400,TTWK000457735,2021/10/19 15:26:52,2021/10/19 15:55:57,YES,29,1,118400,118400
1664,TTWK000457736118400,TTWK000457736,2021/10/19 15:26:54,2021/10/19 15:55:54,YES,29,1,118400,118400
1665,TTWK000457737118400,TTWK000457737,2021/10/19 15:26:56,2021/10/19 15:55:52,YES,29,1,118400,118400
1666,TTWK000457732118400,TTWK000457732,2021/10/19 15:27:13,2021/10/19 15:56:04,YES,29,1,118400,118400
1667,TTWK000457733118400,TTWK000457733,2021/10/19 15:27:14,2021/10/19 15:56:05,YES,29,1,118400,118400
1668,TTWK000457734118400,TTWK000457734,2021/10/19 15:27:15,2021/10/19 15:56:11,YES,29,1,118400,118400
1670,TTWK00045771743967,TTWK000457717,2021/10/19 15:35:54,2021/10/19 15:48:26,YES,13,1,43967,43967
1671,TTWK00045771843967,TTWK000457718,2021/10/19 15:35:55,2021/10/19 15:48:26,YES,13,1,43967,43967
1672,TTWK00045771943967,TTWK000457719,2021/10/19 15:35:56,2021/10/19 15:48:26,YES,13,1,43967,43967
1673,TTWK00045771643967,TTWK000457716,2021/10/19 15:36:05,2021/10/19 15:48:26,YES,12,1,43967,43967
1674,TTWK00045771543967,TTWK000457715,2021/10/19 15:36:07,2021/10/19 15:48:26,YES,12,1,43967,43967
1688,TTWK00045771443967,TTWK000457714,2021/10/19 15:36:31,2021/10/19 15:48:26,YES,12,1,43967,43967
1690,TTWK00045776189431,TTWK000457761,2021/10/19 15:43:23,2021/10/19 16:05:52,YES,22,1,89431,89431
1691,TTWK00045776289431,TTWK000457762,2021/10/19 15:43:25,2021/10/19 16:05:52,YES,22,1,89431,89431
1692,TTWK00045776389431,TTWK000457763,2021/10/19 15:43:30,2021/10/19 16:05:52,YES,22,1,89431,89431
1693,TTWK00045776089431,TTWK000457760,2021/10/19 15:43:40,2021/10/19 16:05:52,YES,22,1,89431,89431
1694,TTWK00045775989431,TTWK000457759,2021/10/19 15:43:45,2021/10/19 16:05:52,YES,22,1,89431,89431
1695,TTWK00045775789431,TTWK000457757,2021/10/19 15:43:45,2021/10/19 16:05:52,YES,22,1,89431,89431
1696,TTWK00045775889431,TTWK000457758,2021/10/19 15:43:55,2021/10/19 16:05:52,YES,22,1,89431,89431
1698,TTWK00045776789431,TTWK000457767,2021/10/19 16:06:58,2021/10/19 16:25:03,YES,18,1,89431,89431
1699,TTWK00045777489431,TTWK000457774,2021/10/19 16:07:01,2021/10/19 16:25:03,YES,18,1,89431,89431
1700,TTWK00045777289431,TTWK000457772,2021/10/19 16:07:11,2021/10/19 16:25:03,YES,18,1,89431,89431
1701,TTWK00045776589431,TTWK000457765,2021/10/19 16:07:24,2021/10/19 16:25:03,YES,18,1,89431,89431
1712,TTWK000457769118382,TTWK000457769,2021/10/19 15:53:29,尚未完成,NO,,1,118382,118382
1713,TTWK000457771118382,TTWK000457771,2021/10/19 15:53:31,2021/10/19 15:59:10,YES,6,1,118382,118382
1714,TTWK000457770118382,TTWK000457770,2021/10/19 15:53:34,2021/10/19 15:59:07,YES,6,1,118382,118382
1716,TTWK00045778343967,TTWK000457783,2021/10/19 16:21:03,2021/10/19 16:26:18,YES,5,1,43967,43967
1717,TTWK00045778443967,TTWK000457784,2021/10/19 16:21:04,2021/10/19 16:26:18,YES,5,1,43967,43967
1718,TTWK00045778243967,TTWK000457782,2021/10/19 16:21:05,2021/10/19 16:26:18,YES,5,1,43967,43967
1719,TTWK00045778743967,TTWK000457787,2021/10/19 16:21:08,2021/10/19 16:26:18,YES,5,1,43967,43967
1720,TTWK00045778643967,TTWK000457786,2021/10/19 16:21:10,2021/10/19 16:26:18,YES,5,1,43967,43967
1721,TTWK00045778543967,TTWK000457785,2021/10/19 16:21:10,2021/10/19 16:26:18,YES,5,1,43967,43967
1723,TTWK000457778118400,TTWK000457778,2021/10/19 16:25:35,2021/10/19 16:45:37,YES,20,1,118400,118400
1724,TTWK000457779118400,TTWK000457779,2021/10/19 16:25:37,2021/10/19 16:45:37,YES,20,1,118400,118400
1725,TTWK000457780118400,TTWK000457780,2021/10/19 16:25:39,2021/10/19 16:45:37,YES,20,1,118400,118400
1726,TTWK000457777118400,TTWK000457777,2021/10/19 16:25:53,尚未完成,NO,,1,118400,118400
1727,TTWK000457775118400,TTWK000457775,2021/10/19 16:25:55,2021/10/19 16:45:37,YES,20,1,118400,118400
1728,TTWK000457776118400,TTWK000457776,2021/10/19 16:25:56,2021/10/19 16:45:37,YES,20,1,118400,118400
1730,TTWK000457773103036,TTWK000457773,2021/10/19 16:29:13,2021/10/19 16:33:56,YES,5,1,103036,103036
1732,TTWK00042572243967,TTWK000425722,2021/10/19 16:29:30,2021/10/19 16:45:37,YES,16,1,43967,43967
1733,TTWK00042572843967,TTWK000425728,2021/10/19 16:29:31,2021/10/19 16:45:37,YES,16,1,43967,43967
1734,TTWK00042572343967,TTWK000425723,2021/10/19 16:29:32,2021/10/19 16:45:37,YES,16,1,43967,43967
1735,TTWK00042572143967,TTWK000425721,2021/10/19 16:29:35,2021/10/19 16:45:37,YES,16,1,43967,43967
1737,TTWK00045006251999,TTWK000450062,2021/10/19 16:31:01,2021/10/19 16:48:39,YES,18,1,51999,51999
1739,TTWK000425735118382,TTWK000425735,2021/10/19 16:31:20,尚未完成,NO,,1,118382,118382
1740,TTWK000425734118382,TTWK000425734,2021/10/19 16:31:21,2021/10/19 16:45:37,YES,14,1,118382,118382
1741,TTWK000425733118382,TTWK000425733,2021/10/19 16:31:24,尚未完成,NO,,1,118382,118382
1742,TTWK000425732118382,TTWK000425732,2021/10/19 16:31:25,尚未完成,NO,,1,118382,118382
1743,TTWK000425737118382,TTWK000425737,2021/10/19 16:31:33,2021/10/19 16:45:37,YES,14,1,118382,118382
1744,TTWK000425738118382,TTWK000425738,2021/10/19 16:31:33,2021/10/19 16:45:37,YES,14,1,118382,118382
1745,TTWK000425739118382,TTWK000425739,2021/10/19 16:31:34,2021/10/19 16:45:37,YES,14,1,118382,118382
1746,TTWK000425736118382,TTWK000425736,2021/10/19 16:31:37,2021/10/19 16:45:37,YES,14,1,118382,118382
1748,TTWK000425731102990,TTWK000425731,2021/10/19 16:32:14,2021/10/19 16:45:37,YES,13,1,102990,102990
1750,TTWK000425730102990,TTWK000425730,2021/10/19 16:32:16,2021/10/19 16:45:37,YES,13,1,102990,102990
1755,TTWK000425740103036,TTWK000425740,2021/10/19 16:32:58,2021/10/19 16:50:02,YES,17,1,103036,103036
1756,TTWK000425741103036,TTWK000425741,2021/10/19 16:33:03,2021/10/19 16:50:02,YES,17,1,103036,103036
1758,TTWK00042574451999,TTWK000425744,2021/10/19 16:45:37,2021/10/19 16:54:18,YES,9,1,51999,51999
1759,TTWK00042574351999,TTWK000425743,2021/10/19 16:45:37,2021/10/19 16:54:18,YES,9,1,51999,51999
1760,TTWK00042574251999,TTWK000425742,2021/10/19 16:45:37,2021/10/19 16:54:18,YES,9,1,51999,51999
1761,TTWK00042575251999,TTWK000425752,2021/10/19 16:45:37,2021/10/19 16:54:18,YES,9,1,51999,51999
1762,TTWK00042574551999,TTWK000425745,2021/10/19 16:45:37,2021/10/19 16:54:18,YES,9,1,51999,51999
1763,TTWK00042575351999,TTWK000425753,2021/10/19 16:45:37,2021/10/19 16:54:18,YES,9,1,51999,51999
1764,TTWK00042575151999,TTWK000425751,2021/10/19 16:45:37,2021/10/19 16:54:18,YES,9,1,51999,51999
1765,TTWK00042577251999,TTWK000425772,2021/10/19 16:45:37,2021/10/19 16:54:18,YES,9,1,51999,51999
1766,TTWK00042577151999,TTWK000425771,2021/10/19 16:45:37,2021/10/19 16:54:18,YES,9,1,51999,51999
1768,TTWK00042576142511,TTWK000425761,2021/10/19 16:45:37,2021/10/19 16:46:29,YES,1,1,42511,42511
1769,TTWK00042576242511,TTWK000425762,2021/10/19 16:45:37,2021/10/19 16:46:29,YES,1,1,42511,42511
1770,TTWK00042577842511,TTWK000425778,2021/10/19 16:45:37,2021/10/19 16:46:29,YES,1,1,42511,42511
1772,TTWK00042575743967,TTWK000425757,2021/10/19 16:45:37,2021/10/19 16:46:08,YES,1,1,43967,43967
1773,TTWK00042575643967,TTWK000425756,2021/10/19 16:45:37,2021/10/19 16:46:08,YES,1,1,43967,43967
1774,TTWK00042575443967,TTWK000425754,2021/10/19 16:45:37,尚未完成,NO,,1,43967,43967
1775,TTWK00042575543967,TTWK000425755,2021/10/19 16:45:37,尚未完成,NO,,1,43967,43967
1776,TTWK00042576043967,TTWK000425760,2021/10/19 16:45:37,尚未完成,NO,,1,43967,43967
1777,TTWK00042575843967,TTWK000425758,2021/10/19 16:45:37,2021/10/19 16:46:08,YES,1,1,43967,43967
1778,TTWK00042575943967,TTWK000425759,2021/10/19 16:45:37,2021/10/19 16:46:08,YES,1,1,43967,43967
1780,TTWK000425725102990,TTWK000425725,2021/10/19 16:45:37,2021/10/19 16:54:18,YES,9,1,102990,102990
1781,TTWK000425724102990,TTWK000425724,2021/10/19 16:45:37,2021/10/19 16:54:18,YES,9,1,102990,102990
1782,TTWK000425726102990,TTWK000425726,2021/10/19 16:45:37,2021/10/19 16:54:18,YES,9,1,102990,102990
1783,TTWK000425727102990,TTWK000425727,2021/10/19 16:45:38,2021/10/19 16:54:18,YES,9,1,102990,102990
1784,TTWK000425793102990,TTWK000425793,2021/10/19 16:45:45,2021/10/19 16:54:18,YES,9,1,102990,102990
1785,TTWK000425794102990,TTWK000425794,2021/10/19 16:45:45,尚未完成,NO,,1,102990,102990
1786,TTWK000425795102990,TTWK000425795,2021/10/19 16:45:46,2021/10/19 16:54:18,YES,9,1,102990,102990
1787,TTWK000425797102990,TTWK000425797,2021/10/19 16:45:47,2021/10/19 16:54:18,YES,9,1,102990,102990
1789,TTWK000425780118382,TTWK000425780,2021/10/19 16:47:30,2021/10/19 17:00:46,YES,13,1,118382,118382
1790,TTWK000425779118382,TTWK000425779,2021/10/19 16:47:45,2021/10/19 17:00:53,YES,13,1,118382,118382
1792,TTWK00042579289431,TTWK000425792,2021/10/19 16:49:36,2021/10/19 16:54:43,YES,5,1,89431,89431
1794,TTWK00042578842511,TTWK000425788,2021/10/19 16:54:18,2021/10/19 16:58:51,YES,5,1,42511,42511
1795,TTWK00042578742511,TTWK000425787,2021/10/19 16:54:18,2021/10/19 16:58:51,YES,5,1,42511,42511
1796,TTWK00042578642511,TTWK000425786,2021/10/19 16:54:18,2021/10/19 16:58:51,YES,5,1,42511,42511
1797,TTWK00042578542511,TTWK000425785,2021/10/19 16:54:18,2021/10/19 16:58:51,YES,5,1,42511,42511
1798,TTWK00042578442511,TTWK000425784,2021/10/19 16:54:18,2021/10/19 16:58:51,YES,5,1,42511,42511
1799,TTWK00042578342511,TTWK000425783,2021/10/19 16:54:18,2021/10/19 16:58:51,YES,5,1,42511,42511
1800,TTWK00042578142511,TTWK000425781,2021/10/19 16:54:18,2021/10/19 16:58:51,YES,5,1,42511,42511
1801,TTWK00042579042511,TTWK000425790,2021/10/19 16:54:18,2021/10/19 16:58:51,YES,5,1,42511,42511
1803,TTWK00042576442558,TTWK000425764,2021/10/19 16:54:18,2021/10/19 16:54:18,YES,0,1,42558,42558
1804,TTWK00042576542558,TTWK000425765,2021/10/19 16:54:18,2021/10/19 16:54:18,YES,0,1,42558,42558
1805,TTWK00042576642558,TTWK000425766,2021/10/19 16:54:18,2021/10/19 16:54:18,YES,0,1,42558,42558
1806,TTWK00042576742558,TTWK000425767,2021/10/19 16:54:18,2021/10/19 16:54:18,YES,0,1,42558,42558
1807,TTWK00042576842558,TTWK000425768,2021/10/19 16:54:18,2021/10/19 16:54:18,YES,0,1,42558,42558
1808,TTWK00042576942558,TTWK000425769,2021/10/19 16:54:18,2021/10/19 16:54:18,YES,0,1,42558,42558
1809,TTWK00042577042558,TTWK000425770,2021/10/19 16:54:18,2021/10/19 16:54:18,YES,0,1,42558,42558
1811,TTWK00042577643967,TTWK000425776,2021/10/19 16:54:18,2021/10/19 16:56:11,YES,2,1,43967,43967
1812,TTWK00042577743967,TTWK000425777,2021/10/19 16:54:18,2021/10/19 16:56:11,YES,2,1,43967,43967
1813,TTWK00042579843967,TTWK000425798,2021/10/19 16:54:18,2021/10/19 16:56:11,YES,2,1,43967,43967
1815,TTWK00042577351999,TTWK000425773,2021/10/19 16:54:18,2021/10/19 16:56:11,YES,2,1,51999,51999
1816,TTWK00042577451999,TTWK000425774,2021/10/19 16:54:18,2021/10/19 16:56:11,YES,2,1,51999,51999
1817,TTWK00042577551999,TTWK000425775,2021/10/19 16:54:18,2021/10/19 16:56:11,YES,2,1,51999,51999
1819,TTWK000425801103036,TTWK000425801,2021/10/19 16:54:18,2021/10/19 17:00:05,YES,6,1,103036,103036
1820,TTWK000425800103036,TTWK000425800,2021/10/19 16:54:18,2021/10/19 17:00:05,YES,6,1,103036,103036
1821,TTWK000425802103036,TTWK000425802,2021/10/19 16:54:18,2021/10/19 17:00:05,YES,6,1,103036,103036
1822,TTWK000425803103036,TTWK000425803,2021/10/19 16:54:18,2021/10/19 17:00:05,YES,6,1,103036,103036
1833,TTWK000425806118366,TTWK000425806,2021/10/20 8:59:17,2021/10/20 8:59:17,YES,0,1,118366,118366
1834,TTWK000425811118366,TTWK000425811,2021/10/20 8:59:17,2021/10/20 8:59:17,YES,0,1,118366,118366
1837,TTWK00042582989406,TTWK000425829,2021/10/20 8:59:17,2021/10/20 8:59:17,YES,0,1,89406,89406
1838,TTWK00042582889406,TTWK000425828,2021/10/20 8:59:17,2021/10/20 8:59:17,YES,0,1,89406,89406
1839,TTWK00042581989406,TTWK000425819,2021/10/20 8:59:17,2021/10/20 8:59:17,YES,0,1,89406,89406
1841,TTWK000425814118375,TTWK000425814,2021/10/20 8:59:17,2021/10/20 8:59:17,YES,0,1,118375,118375
1842,TTWK000425813118375,TTWK000425813,2021/10/20 8:59:17,2021/10/20 8:59:17,YES,0,1,118375,118375
1843,TTWK000425812118375,TTWK000425812,2021/10/20 8:59:17,2021/10/20 8:59:17,YES,0,1,118375,118375
1845,TTWK00042581043967,TTWK000425810,2021/10/20 8:59:17,2021/10/20 8:59:17,YES,0,1,43967,43967
1846,TTWK00042580943967,TTWK000425809,2021/10/20 8:59:17,2021/10/20 8:59:17,YES,0,1,43967,43967
1847,TTWK00042580743967,TTWK000425807,2021/10/20 8:59:17,2021/10/20 8:59:17,YES,0,1,43967,43967
1848,TTWK00042580843967,TTWK000425808,2021/10/20 8:59:17,2021/10/20 8:59:17,YES,0,1,43967,43967
1850,TTWK000425825103031,TTWK000425825,2021/10/20 8:59:17,2021/10/20 8:59:17,YES,0,1,103031,103031
1851,TTWK000425821103031,TTWK000425821,2021/10/20 8:59:17,2021/10/20 8:59:17,YES,0,1,103031,103031
1852,TTWK000425822103031,TTWK000425822,2021/10/20 8:59:17,2021/10/20 8:59:17,YES,0,1,103031,103031
1853,TTWK000425827103031,TTWK000425827,2021/10/20 8:59:17,2021/10/20 8:59:17,YES,0,1,103031,103031
1854,TTWK000425826103031,TTWK000425826,2021/10/20 8:59:17,2021/10/20 8:59:17,YES,0,1,103031,103031
1856,TTWK000425830118366,TTWK000425830,2021/10/20 8:59:17,2021/10/20 8:59:17,YES,0,1,118366,118366
1857,TTWK000425831118366,TTWK000425831,2021/10/20 8:59:17,2021/10/20 8:59:17,YES,0,1,118366,118366
1859,TTWK000453224118366,TTWK000453224,2021/10/20 8:59:17,2021/10/20 8:59:17,YES,0,1,118366,118366
1860,TTWK000453223118366,TTWK000453223,2021/10/20 8:59:17,2021/10/20 8:59:17,YES,0,1,118366,118366
1861,TTWK000453222118366,TTWK000453222,2021/10/20 8:59:17,2021/10/20 8:59:17,YES,0,1,118366,118366
1862,TTWK000453221118366,TTWK000453221,2021/10/20 8:59:17,2021/10/20 8:59:17,YES,0,1,118366,118366
1863,TTWK000453220118366,TTWK000453220,2021/10/20 8:59:17,2021/10/20 8:59:17,YES,0,1,118366,118366
1865,TTWK00045323142511,TTWK000453231,2021/10/20 8:59:17,2021/10/20 8:59:17,YES,0,1,42511,42511
1867,TTWK000453209118366,TTWK000453209,2021/10/20 8:59:17,2021/10/20 9:44:33,YES,45,1,118366,118366
1868,TTWK000453208118366,TTWK000453208,2021/10/20 8:59:17,2021/10/20 9:44:33,YES,45,1,118366,118366
1870,TTWK00045321543967,TTWK000453215,2021/10/20 8:59:17,2021/10/20 9:44:33,YES,45,1,43967,43967
1871,TTWK00045321643967,TTWK000453216,2021/10/20 8:59:17,2021/10/20 9:44:33,YES,45,1,43967,43967
1872,TTWK00045321843967,TTWK000453218,2021/10/20 8:59:17,2021/10/20 9:44:33,YES,45,1,43967,43967
1873,TTWK00045321743967,TTWK000453217,2021/10/20 8:59:17,2021/10/20 9:44:33,YES,45,1,43967,43967
1874,TTWK00045321943967,TTWK000453219,2021/10/20 8:59:17,2021/10/20 9:44:33,YES,45,1,43967,43967
1875,TTWK00045321243967,TTWK000453212,2021/10/20 8:59:23,2021/10/20 9:44:33,YES,45,1,43967,43967
1876,TTWK00045321343967,TTWK000453213,2021/10/20 8:59:25,2021/10/20 9:44:33,YES,45,1,43967,43967
1877,TTWK00045321443967,TTWK000453214,2021/10/20 8:59:27,2021/10/20 9:44:33,YES,45,1,43967,43967
1879,TTWK00045323242511,TTWK000453232,2021/10/20 9:44:33,尚未完成,NO,,1,42511,42511
1880,TTWK00045323342511,TTWK000453233,2021/10/20 9:44:33,尚未完成,NO,,1,42511,42511
1882,TTWK00045325142472,TTWK000453251,2021/10/20 9:44:33,2021/10/20 9:44:33,YES,0,1,42472,42472
1883,TTWK00045325242472,TTWK000453252,2021/10/20 9:44:33,2021/10/20 9:44:33,YES,0,1,42472,42472
1884,TTWK00045321142472,TTWK000453211,2021/10/20 9:44:33,2021/10/20 9:44:33,YES,0,1,42472,42472
1886,ttwk000453225118366,ttwk000453225,2021/10/20 9:44:33,2021/10/20 9:44:33,YES,0,1,118366,118366
1887,ttwk000453230118366,ttwk000453230,2021/10/20 9:44:33,2021/10/20 9:44:33,YES,0,1,118366,118366
1888,ttwk000453229118366,ttwk000453229,2021/10/20 9:44:33,2021/10/20 9:44:33,YES,0,1,118366,118366
1889,ttwk000453226118366,ttwk000453226,2021/10/20 9:44:33,2021/10/20 9:44:33,YES,0,1,118366,118366
1890,ttwk000453228118366,ttwk000453228,2021/10/20 9:44:33,2021/10/20 9:44:33,YES,0,1,118366,118366
1891,ttwk000453227118366,ttwk000453227,2021/10/20 9:44:33,2021/10/20 9:44:33,YES,0,1,118366,118366
1893,TTWK000453234118366,TTWK000453234,2021/10/20 9:44:33,2021/10/20 9:44:33,YES,0,1,118366,118366
1894,TTWK000453235118366,TTWK000453235,2021/10/20 9:44:33,2021/10/20 9:44:33,YES,0,1,118366,118366
1895,TTWK000453236118366,TTWK000453236,2021/10/20 9:44:33,尚未完成,NO,,1,118366,118366
1902,TTWK000453244118419,TTWK000453244,2021/10/20 9:44:33,尚未完成,NO,,1,118419,118419
1903,TTWK000453253118419,TTWK000453253,2021/10/20 9:44:33,2021/10/20 9:44:33,YES,0,1,118419,118419
1904,TTWK000453254118419,TTWK000453254,2021/10/20 9:44:33,2021/10/20 9:44:33,YES,0,1,118419,118419
1905,TTWK000453243118419,TTWK000453243,2021/10/20 9:44:33,2021/10/20 9:44:33,YES,0,1,118419,118419
1907,TTWK000453239118366,TTWK000453239,2021/10/20 9:44:33,2021/10/20 9:44:33,YES,0,1,118366,118366
