,Index,版標流水號,貼標開始,貼標結束,是否結束,花費時間,貼標人數(人),貼標ID,operator
1797,TTWK00042730742436,TTWK000427307,2021/9/22 15:46:37,2021/9/22 15:51:52,YES,5,2,42436,42436
1799,TTWK000427303103031,TTWK000427303,2021/9/22 15:50:22,2021/9/22 16:26:52,YES,37,2,103031,103031
1800,4710126206533103031,4710126206533,2021/9/22 15:50:23,2021/9/22 16:59:38,YES,69,1,103031,103031
1802,TTWK00040161951999,TTWK000401619,2021/9/22 15:51:16,2021/9/22 15:57:43,YES,6,1,51999,51999
1803,TTWK00040162051999,TTWK000401620,2021/9/22 15:51:17,2021/9/22 15:57:43,YES,6,1,51999,51999
1805,TTWK000427303103031,TTWK000427303,2021/9/22 15:53:12,2021/9/22 16:26:52,YES,34,2,103031,103031
1806,TTWK000427302103031,TTWK000427302,2021/9/22 15:53:13,尚未完成,NO,,1,103031,103031
1808,TTWK00042730742436,TTWK000427307,2021/9/22 15:58:43,2021/9/22 15:51:52,YES,-7,2,42436,42436
1809,TTWK00042730842436,TTWK000427308,2021/9/22 15:58:49,2021/9/22 15:59:01,YES,0,1,42436,42436
1811,TTWK000427300103031,TTWK000427300,2021/9/22 16:07:34,2021/9/22 16:59:29,YES,52,1,103031,103031
1813,TTWK000427305103031,TTWK000427305,2021/9/22 16:16:14,尚未完成,NO,,1,103031,103031
1815,TTWK00044781242532,TTWK000447812,2021/9/22 16:21:00,2021/9/22 16:51:05,YES,30,1,42532,42532
1816,TTWK00040206042532,TTWK000402060,2021/9/22 16:21:01,2021/9/22 16:51:05,YES,30,1,42532,42532
1818,TTWK00042731042436,TTWK000427310,2021/9/22 16:21:18,尚未完成,NO,,1,42436,42436
1819,TTWK00042731442436,TTWK000427314,2021/9/22 16:21:20,尚未完成,NO,,1,42436,42436
1820,TTWK00042731142436,TTWK000427311,2021/9/22 16:21:26,2021/9/22 16:30:08,YES,9,1,42436,42436
1821,TTWK00042731342436,TTWK000427313,2021/9/22 16:21:28,尚未完成,NO,,1,42436,42436
1822,TTWK00042731242436,TTWK000427312,2021/9/22 16:21:29,尚未完成,NO,,1,42436,42436
1824,TTWK00042730151999,TTWK000427301,2021/9/22 16:22:12,2021/9/22 16:24:53,YES,3,1,51999,51999
1826,TTWK00040165351999,TTWK000401653,2021/9/22 16:28:29,尚未完成,NO,,1,51999,51999
1827,TTWK00040163351999,TTWK000401633,2021/9/22 16:28:30,2021/9/22 16:43:27,YES,15,1,51999,51999
1828,TTWK00040165051999,TTWK000401650,2021/9/22 16:28:34,2021/9/22 16:43:27,YES,15,1,51999,51999
1833,TTWK00040165451999,TTWK000401654,2021/9/22 16:29:06,2021/9/22 16:43:44,YES,15,1,51999,51999
1834,TTWK00040165251999,TTWK000401652,2021/9/22 16:29:14,2021/9/22 16:43:44,YES,14,1,51999,51999
1835,TTWK00040165151999,TTWK000401651,2021/9/22 16:29:16,2021/9/22 16:43:44,YES,14,1,51999,51999
1837,TTWK000427306103031,TTWK000427306,2021/9/22 16:31:51,2021/9/22 16:59:22,YES,28,2,103031,103031
1839,TTWK00042730451999,TTWK000427304,2021/9/22 16:47:44,2021/9/22 16:53:06,YES,5,1,51999,51999
1393,TTWK000427332102956,TTWK000427332,2021/9/23 8:20:40,尚未完成,NO,,1,102956,102956
1400,TTWK00042733342436,TTWK000427333,2021/9/23 8:07:34,2021/9/23 8:26:31,YES,19,1,42436,42436
1401,TTWK00042732342436,TTWK000427323,2021/9/23 8:07:34,2021/9/23 8:26:31,YES,19,1,42436,42436
1402,TTWK00042732442436,TTWK000427324,2021/9/23 8:07:35,2021/9/23 8:26:31,YES,19,1,42436,42436
1403,TTWK00042733442436,TTWK000427334,2021/9/23 8:07:45,2021/9/23 8:26:31,YES,19,1,42436,42436
1404,TTWK00042732542436,TTWK000427325,2021/9/23 8:07:50,2021/9/23 8:26:31,YES,19,1,42436,42436
1409,TTWK000427338118366,TTWK000427338,2021/9/23 8:08:32,2021/9/23 8:36:25,YES,28,1,118366,118366
1410,TTWK000427339118366,TTWK000427339,2021/9/23 8:08:33,2021/9/23 8:36:25,YES,28,1,118366,118366
1411,TTWK000427340118366,TTWK000427340,2021/9/23 8:08:36,2021/9/23 8:36:25,YES,28,1,118366,118366
1412,TTWK000427341118366,TTWK000427341,2021/9/23 8:08:38,2021/9/23 8:36:25,YES,28,1,118366,118366
1413,TTWK000427335118366,TTWK000427335,2021/9/23 8:08:58,2021/9/23 8:36:25,YES,27,1,118366,118366
1414,TTWK000427336118366,TTWK000427336,2021/9/23 8:09:03,2021/9/23 8:36:25,YES,27,1,118366,118366
1415,TTWK000427337118366,TTWK000427337,2021/9/23 8:09:05,2021/9/23 8:36:25,YES,27,1,118366,118366
1417,TTWK000427318102965,TTWK000427318,2021/9/23 8:10:16,2021/9/23 8:42:53,YES,33,1,102965,102965
1418,TTWK000427317102965,TTWK000427317,2021/9/23 8:10:19,2021/9/23 8:42:53,YES,33,1,102965,102965
1419,TTWK000427316102965,TTWK000427316,2021/9/23 8:10:21,2021/9/23 8:42:53,YES,33,1,102965,102965
1420,TTWK000427315102965,TTWK000427315,2021/9/23 8:10:22,2021/9/23 8:42:53,YES,33,1,102965,102965
1421,TTWK000427321102965,TTWK000427321,2021/9/23 8:10:32,2021/9/23 8:42:53,YES,32,1,102965,102965
1422,TTWK000427320102965,TTWK000427320,2021/9/23 8:10:34,2021/9/23 8:42:53,YES,32,1,102965,102965
1423,TTWK000427319102965,TTWK000427319,2021/9/23 8:10:37,2021/9/23 8:42:53,YES,32,1,102965,102965
1425,TTWK000427351118411,TTWK000427351,2021/9/23 8:13:04,2021/9/23 8:25:02,YES,12,1,118411,118411
1426,TTWK000427347118411,TTWK000427347,2021/9/23 8:13:05,2021/9/23 8:25:02,YES,12,1,118411,118411
1427,TTWK000427349118411,TTWK000427349,2021/9/23 8:13:06,2021/9/23 8:25:02,YES,12,1,118411,118411
1428,TTWK000427350118411,TTWK000427350,2021/9/23 8:13:09,2021/9/23 8:25:02,YES,12,1,118411,118411
1430,TTWK000427331102997,TTWK000427331,2021/9/23 8:20:37,尚未完成,NO,,1,102997,102997
1435,TTWK000427342102965,TTWK000427342,2021/9/23 8:21:10,尚未完成,NO,,1,102965,102965
1436,TTWK000401761102997,TTWK000401761,2021/9/23 8:21:12,尚未完成,NO,,2,102997,102997
1444,TTWK000440043102965,TTWK000440043,2021/9/23 8:45:30,2021/9/23 8:57:29,YES,12,1,102965,102965
1445,TTWK000440022TTWK000440023,TTWK000440022,2021/9/23 8:45:34,尚未完成,NO,,1,TTWK000440023,ttwk000440023
1448,TTWK00044001342436,TTWK000440013,2021/9/23 8:27:08,2021/9/23 8:27:58,YES,1,1,42436,42436
1450,TTWK00043999842436,TTWK000439998,2021/9/23 8:29:18,2021/9/23 8:37:15,YES,8,1,42436,42436
1451,TTWK00043999742436,TTWK000439997,2021/9/23 8:29:20,2021/9/23 8:37:15,YES,8,1,42436,42436
1452,TTWK00043999642436,TTWK000439996,2021/9/23 8:29:21,2021/9/23 8:37:15,YES,8,1,42436,42436
1453,TTWK00044000142436,TTWK000440001,2021/9/23 8:29:26,2021/9/23 8:37:15,YES,8,1,42436,42436
1454,TTWK00044000042436,TTWK000440000,2021/9/23 8:29:28,2021/9/23 8:37:15,YES,8,1,42436,42436
1455,TTWK00043999942436,TTWK000439999,2021/9/23 8:29:29,2021/9/23 8:37:15,YES,8,1,42436,42436
1457,TTWK000439942118366,TTWK000439942,2021/9/23 8:37:59,2021/9/23 8:47:14,YES,9,1,118366,118366
1458,TTWK000439943118366,TTWK000439943,2021/9/23 8:38:01,2021/9/23 8:47:14,YES,9,1,118366,118366
1459,TTWK000439944118366,TTWK000439944,2021/9/23 8:38:05,2021/9/23 8:47:14,YES,9,1,118366,118366
1461,TTWK00044000742436,TTWK000440007,2021/9/23 8:39:26,2021/9/23 8:43:19,YES,4,1,42436,42436
1463,TTWK000440004118366,TTWK000440004,2021/9/23 8:47:35,2021/9/23 8:59:12,YES,12,1,118366,118366
1464,TTWK000440005118366,TTWK000440005,2021/9/23 8:47:36,2021/9/23 8:59:12,YES,12,1,118366,118366
1465,TTWK000440006118366,TTWK000440006,2021/9/23 8:47:38,2021/9/23 8:59:12,YES,12,1,118366,118366
1468,TTWK00044007342436,TTWK000440073,2021/9/23 8:48:35,2021/9/23 8:56:03,YES,7,2,42436,42436
1469,TTWK00044007442436,TTWK000440074,2021/9/23 8:48:47,2021/9/23 8:56:03,YES,7,2,42436,42436
1470,TTWK00044007542436,TTWK000440075,2021/9/23 8:48:47,2021/9/23 8:56:03,YES,7,2,42436,42436
1471,TTWK00044002742436,TTWK000440027,2021/9/23 8:56:28,尚未完成,NO,,1,42436,42436
1473,TTWK00044004442436,TTWK000440044,2021/9/23 8:58:04,2021/9/23 9:25:13,YES,27,1,42436,42436
1474,TTWK00044002842436,TTWK000440028,2021/9/23 8:58:24,2021/9/23 9:25:13,YES,27,1,42436,42436
1476,TTWK000440012118366,TTWK000440012,2021/9/23 9:25:13,2021/9/23 9:25:13,YES,0,1,118366,118366
1477,TTWK000440011118366,TTWK000440011,2021/9/23 9:25:13,2021/9/23 9:25:13,YES,0,1,118366,118366
1479,TTWK000440045118366,TTWK000440045,2021/9/23 9:25:13,2021/9/23 9:25:13,YES,0,1,118366,118366
1481,TTWK000440029118366,TTWK000440029,2021/9/23 9:25:13,2021/9/23 9:58:59,YES,34,1,118366,118366
1482,TTWK000440030118366,TTWK000440030,2021/9/23 9:25:13,2021/9/23 9:58:59,YES,34,1,118366,118366
1483,TTWK000440031118366,TTWK000440031,2021/9/23 9:25:13,2021/9/23 9:58:59,YES,34,1,118366,118366
1486,TTWK00044002442436,TTWK000440024,2021/9/23 9:25:13,2021/9/23 9:31:59,YES,7,1,42436,42436
1487,TTWK00044002542436,TTWK000440025,2021/9/23 9:25:13,2021/9/23 9:31:59,YES,7,1,42436,42436
1488,TTWK00044002642436,TTWK000440026,2021/9/23 9:25:13,2021/9/23 9:31:59,YES,7,1,42436,42436
1490,TTWK00044004642436,TTWK000440046,2021/9/23 9:37:19,2021/9/23 9:35:16,YES,-2,1,42436,42436
1492,TTWK00044005542436,TTWK000440055,2021/9/23 9:39:00,2021/9/23 9:40:47,YES,2,1,42436,42436
1497,TTWK00043982742436,TTWK000439827,2021/9/23 9:52:23,2021/9/23 9:57:26,YES,5,1,42436,42436
1498,TTWK00043982842436,TTWK000439828,2021/9/23 9:52:35,2021/9/23 9:57:26,YES,5,1,42436,42436
1499,TTWK00044006542436,TTWK000440065,2021/9/23 9:52:42,2021/9/23 9:57:26,YES,5,1,42436,42436
1501,TTWK00044005042436,TTWK000440050,2021/9/23 9:57:37,2021/9/23 10:46:18,YES,49,1,42436,42436
1502,TTWK00044005142436,TTWK000440051,2021/9/23 9:57:44,2021/9/23 10:46:18,YES,49,1,42436,42436
1503,TTWK00044005342436,TTWK000440053,2021/9/23 9:57:50,2021/9/23 10:46:18,YES,48,1,42436,42436
1505,TTWK000440034118366,TTWK000440034,2021/9/23 9:59:28,2021/9/23 10:46:18,YES,47,1,118366,118366
1506,TTWK000440033118366,TTWK000440033,2021/9/23 9:59:29,2021/9/23 10:46:18,YES,47,1,118366,118366
1508,TTWK000440032118366,TTWK000440032,2021/9/23 10:00:00,尚未完成,NO,,1,118366,118366
1511,11839789431,118397,2021/9/23 10:46:18,尚未完成,NO,,0,89431,89431
1513,TTWK00044005789431,TTWK000440057,2021/9/23 10:46:18,2021/9/23 10:49:25,YES,3,1,89431,89431
1515,TTWK00044004779576,TTWK000440047,2021/9/23 10:46:18,2021/9/23 10:46:18,YES,0,1,79576,79576
1518,TTWK000440064118397,TTWK000440064,2021/9/23 10:46:18,2021/9/23 10:46:18,YES,0,1,118397,118397
1522,TTWK00044008379576,TTWK000440083,2021/9/23 10:46:18,2021/9/23 10:46:18,YES,0,1,79576,79576
1524,TTWK00044006979576,TTWK000440069,2021/9/23 10:46:18,2021/9/23 10:59:26,YES,13,1,79576,79576
1525,TTWK00044007079576,TTWK000440070,2021/9/23 10:46:18,2021/9/23 10:59:26,YES,13,1,79576,79576
1526,TTWK00044007179576,TTWK000440071,2021/9/23 10:46:18,2021/9/23 10:59:26,YES,13,1,79576,79576
1527,TTWK00044006879576,TTWK000440068,2021/9/23 10:46:18,2021/9/23 10:59:26,YES,13,1,79576,79576
1528,TTWK00044004979576,TTWK000440049,2021/9/23 10:46:18,2021/9/23 10:59:26,YES,13,1,79576,79576
1529,TTWK00044004879576,TTWK000440048,2021/9/23 10:46:18,2021/9/23 10:59:26,YES,13,1,79576,79576
1533,TTWK00044008189431,TTWK000440081,2021/9/23 10:50:03,2021/9/23 11:15:48,YES,26,1,89431,89431
1534,TTWK00044006189431,TTWK000440061,2021/9/23 10:50:13,2021/9/23 11:15:48,YES,26,1,89431,89431
1535,TTWK00044006289431,TTWK000440062,2021/9/23 10:50:17,2021/9/23 11:15:48,YES,26,1,89431,89431
1540,TTWK000440066118366,TTWK000440066,2021/9/23 10:46:18,2021/9/23 10:55:35,YES,9,1,118366,118366
1542,TTWK00044007942436,TTWK000440079,2021/9/23 10:51:26,2021/9/23 11:10:34,YES,19,1,42436,42436
1549,TTWK000440096118366,TTWK000440096,2021/9/23 10:58:48,2021/9/23 11:27:58,YES,29,1,118366,118366
1550,42436118366,42436,2021/9/23 10:51:39,尚未完成,NO,,0,118366,118366
1563,TTWK000440074118397,TTWK000440074,2021/9/23 10:47:06,尚未完成,NO,,2,118397,118397
1564,TTWK000440073118397,TTWK000440073,2021/9/23 10:47:08,2021/9/23 11:12:33,YES,25,2,118397,118397
1565,TTWK000440076118397,TTWK000440076,2021/9/23 10:47:22,2021/9/23 11:12:33,YES,25,1,118397,118397
1566,TTWK000440075118397,TTWK000440075,2021/9/23 10:47:27,2021/9/23 11:12:33,YES,25,2,118397,118397
1568,TTWK00044004079576,TTWK000440040,2021/9/23 11:00:22,2021/9/23 11:08:36,YES,8,1,79576,79576
1569,TTWK00044004179576,TTWK000440041,2021/9/23 11:00:23,2021/9/23 11:08:36,YES,8,1,79576,79576
1570,TTWK00044004279576,TTWK000440042,2021/9/23 11:00:24,2021/9/23 11:08:36,YES,8,1,79576,79576
1572,TTWK00044008979576,TTWK000440089,2021/9/23 11:09:30,尚未完成,NO,,1,79576,79576
1573,TTWK00044008879576,TTWK000440088,2021/9/23 11:09:32,尚未完成,NO,,1,79576,79576
1574,TTWK00044008779576,TTWK000440087,2021/9/23 11:09:34,2021/9/23 11:30:51,YES,21,1,79576,79576
1575,TTWK00044008679576,TTWK000440086,2021/9/23 11:09:41,2021/9/23 11:30:51,YES,21,1,79576,79576
1576,TTWK00044008579576,TTWK000440085,2021/9/23 11:09:42,2021/9/23 11:30:51,YES,21,1,79576,79576
1577,TTWK00044008479576,TTWK000440084,2021/9/23 11:09:43,2021/9/23 11:30:51,YES,21,1,79576,79576
1579,TTWK00044010489431,TTWK000440104,2021/9/23 11:20:04,2021/9/23 11:25:41,YES,6,1,89431,89431
1580,TTWK00044010389431,TTWK000440103,2021/9/23 11:17:43,2021/9/23 11:25:41,YES,8,1,89431,89431
1587,TTWK00044007242436,TTWK000440072,2021/9/23 11:11:03,2021/9/23 11:28:31,YES,17,1,42436,42436
1588,TTWK00044009042436,TTWK000440090,2021/9/23 11:11:04,2021/9/23 11:28:31,YES,17,1,42436,42436
1589,TTWK00044009142436,TTWK000440091,2021/9/23 11:11:05,尚未完成,NO,,1,42436,42436
1590,TTWK00044009242436,TTWK000440092,2021/9/23 11:11:07,2021/9/23 11:28:31,YES,17,1,42436,42436
1591,TTWK00044009342436,TTWK000440093,2021/9/23 11:11:10,2021/9/23 11:28:31,YES,17,1,42436,42436
1592,TTWK00044009442436,TTWK000440094,2021/9/23 11:11:17,尚未完成,NO,,1,42436,42436
1594,TTWK00044848442436,TTWK000448484,2021/9/23 11:29:29,2021/9/23 11:35:10,YES,6,1,42436,42436
1595,TTWK00044848342436,TTWK000448483,2021/9/23 11:29:35,2021/9/23 11:35:10,YES,6,1,42436,42436
1596,TTWK00044849442436,TTWK000448494,2021/9/23 11:29:36,2021/9/23 11:35:10,YES,6,1,42436,42436
1598,TTWK000448491118366,TTWK000448491,2021/9/23 11:29:58,2021/9/23 11:46:23,YES,16,1,118366,118366
1599,TTWK000448492118366,TTWK000448492,2021/9/23 11:30:00,2021/9/23 11:46:23,YES,16,1,118366,118366
1600,TTWK000448493118366,TTWK000448493,2021/9/23 11:30:01,2021/9/23 11:46:23,YES,16,1,118366,118366
1606,TTWK000440097118397,TTWK000440097,2021/9/23 11:23:39,2021/9/23 11:55:36,YES,32,1,118397,118397
1607,TTWK000440098118397,TTWK000440098,2021/9/23 11:23:42,2021/9/23 11:55:36,YES,32,1,118397,118397
1608,TTWK000440099118397,TTWK000440099,2021/9/23 11:23:47,2021/9/23 11:55:36,YES,32,1,118397,118397
1609,TTWK000440100118397,TTWK000440100,2021/9/23 11:23:59,2021/9/23 11:55:36,YES,32,1,118397,118397
1610,TTWK000440101118397,TTWK000440101,2021/9/23 11:24:00,2021/9/23 11:55:36,YES,32,1,118397,118397
1611,TTWK000440102118397,TTWK000440102,2021/9/23 11:24:04,2021/9/23 11:55:36,YES,32,1,118397,118397
1613,TTWK00044849979576,TTWK000448499,2021/9/23 11:31:12,2021/9/23 11:40:03,YES,9,1,79576,79576
1615,TTWK00044850242436,TTWK000448502,2021/9/23 11:37:53,2021/9/23 11:42:50,YES,5,1,42436,42436
1616,TTWK00044850342436,TTWK000448503,2021/9/23 11:37:54,2021/9/23 11:42:50,YES,5,1,42436,42436
1617,TTWK00044850442436,TTWK000448504,2021/9/23 11:37:58,2021/9/23 11:42:50,YES,5,1,42436,42436
1619,TTWK00044848889431,TTWK000448488,2021/9/23 11:39:07,2021/9/23 11:52:20,YES,13,1,89431,89431
1620,TTWK00044848989431,TTWK000448489,2021/9/23 11:39:10,2021/9/23 11:52:20,YES,13,1,89431,89431
1621,TTWK00044849089431,TTWK000448490,2021/9/23 11:39:19,2021/9/23 11:52:20,YES,13,1,89431,89431
1622,TTWK00044848789431,TTWK000448487,2021/9/23 11:39:26,2021/9/23 11:52:20,YES,13,1,89431,89431
1623,TTWK00044851189431,TTWK000448511,2021/9/23 11:39:30,2021/9/23 11:52:20,YES,13,1,89431,89431
1624,TTWK00044848589431,TTWK000448485,2021/9/23 11:39:31,2021/9/23 11:52:20,YES,13,1,89431,89431
1625,TTWK00044848689431,TTWK000448486,2021/9/23 11:39:32,2021/9/23 11:52:20,YES,13,1,89431,89431
1627,TTWK00044849879576,TTWK000448498,2021/9/23 11:40:29,2021/9/23 11:49:45,YES,9,1,79576,79576
1629,TTWK00044850042436,TTWK000448500,2021/9/23 11:43:21,2021/9/23 11:44:02,YES,1,1,42436,42436
1631,TTWK000448495118366,TTWK000448495,2021/9/23 11:47:12,尚未完成,NO,,1,118366,118366
1632,TTWK000448496118366,TTWK000448496,2021/9/23 11:48:43,尚未完成,NO,,1,118366,118366
1634,TTWK00044849779576,TTWK000448497,2021/9/23 11:51:27,2021/9/23 11:57:03,YES,6,1,79576,79576
1636,TTWK00044851242436,TTWK000448512,2021/9/23 11:52:51,2021/9/23 11:57:25,YES,5,1,42436,42436
1638,TTWK00044853042436,TTWK000448530,2021/9/23 12:00:34,2021/9/23 12:13:21,YES,13,2,42436,42436
1641,TTWK00044851089431,TTWK000448510,2021/9/23 12:11:15,尚未完成,NO,,1,89431,89431
1643,TTWK00044854342436,TTWK000448543,2021/9/23 12:13:36,2021/9/23 12:15:53,YES,2,1,42436,42436
1645,TTWK00044852942436,TTWK000448529,2021/9/23 12:27:13,尚未完成,NO,,1,42436,42436
1646,TTWK00044853042436,TTWK000448530,2021/9/23 12:36:54,2021/9/23 12:13:21,YES,-24,2,42436,42436
1648,TTWK00044850689431,TTWK000448506,2021/9/23 12:39:19,2021/9/23 12:40:24,YES,1,1,89431,89431
1649,TTWK00044850589431,TTWK000448505,2021/9/23 12:39:30,2021/9/23 12:40:24,YES,1,1,89431,89431
1651,TTWK00044851889431,TTWK000448518,2021/9/23 12:40:51,2021/9/23 12:54:34,YES,14,1,89431,89431
1652,TTWK00044852189431,TTWK000448521,2021/9/23 12:40:53,2021/9/23 12:54:34,YES,14,1,89431,89431
1653,TTWK00044851689431,TTWK000448516,2021/9/23 12:40:56,2021/9/23 12:54:34,YES,14,1,89431,89431
1654,TTWK00044851789431,TTWK000448517,2021/9/23 12:40:58,2021/9/23 12:54:34,YES,14,1,89431,89431
1655,TTWK00044851589431,TTWK000448515,2021/9/23 12:41:01,2021/9/23 12:54:34,YES,14,1,89431,89431
1656,TTWK00044851389431,TTWK000448513,2021/9/23 12:41:02,2021/9/23 12:54:34,YES,14,1,89431,89431
1657,TTWK00044851489431,TTWK000448514,2021/9/23 12:41:04,2021/9/23 12:54:34,YES,14,1,89431,89431
1658,TTWK00044851989431,TTWK000448519,2021/9/23 12:41:16,2021/9/23 12:54:34,YES,13,1,89431,89431
1659,TTWK00044852089431,TTWK000448520,2021/9/23 12:41:30,2021/9/23 12:54:34,YES,13,1,89431,89431
1660,TTWK00044852389431,TTWK000448523,2021/9/23 12:41:31,2021/9/23 12:54:34,YES,13,1,89431,89431
1662,TTWK00044852842436,TTWK000448528,2021/9/23 12:42:27,2021/9/23 12:43:45,YES,1,1,42436,42436
1664,TTWK00044853642436,TTWK000448536,2021/9/23 12:52:28,尚未完成,NO,,1,42436,42436
1665,TTWK00044853742436,TTWK000448537,2021/9/23 12:52:39,尚未完成,NO,,1,42436,42436
1666,TTWK00044854142436,TTWK000448541,2021/9/23 12:52:42,尚未完成,NO,,1,42436,42436
1667,TTWK00044854242436,TTWK000448542,2021/9/23 12:52:49,尚未完成,NO,,1,42436,42436
1669,TTWK00044854079576,TTWK000448540,2021/9/23 14:17:45,2021/9/23 14:17:45,YES,0,1,79576,79576
1670,TTWK00044853979576,TTWK000448539,2021/9/23 14:17:45,2021/9/23 14:17:45,YES,0,1,79576,79576
1671,TTWK00044853879576,TTWK000448538,2021/9/23 14:17:45,2021/9/23 14:17:45,YES,0,1,79576,79576
1673,TTWK00044853589431,TTWK000448535,2021/9/23 14:17:45,2021/9/23 14:17:45,YES,0,1,89431,89431
1674,TTWK00044853389431,TTWK000448533,2021/9/23 14:17:45,2021/9/23 14:17:45,YES,0,1,89431,89431
1675,TTWK00040167079576,TTWK000401670,2021/9/23 14:17:45,2021/9/23 14:22:16,YES,5,1,79576,79576
1676,TTWK00040166979576,TTWK000401669,2021/9/23 14:17:45,2021/9/23 14:22:16,YES,5,1,79576,79576
1677,TTWK00044854679576,TTWK000448546,2021/9/23 14:17:45,2021/9/23 14:22:16,YES,5,1,79576,79576
1678,TTWK00040167279576,TTWK000401672,2021/9/23 14:17:45,2021/9/23 14:22:16,YES,5,1,79576,79576
1679,TTWK00040167179576,TTWK000401671,2021/9/23 14:17:45,2021/9/23 14:22:16,YES,5,1,79576,79576
1683,TTWK00044847342436,TTWK000448473,2021/9/23 14:17:45,2021/9/23 14:26:26,YES,9,1,42436,42436
1684,TTWK00044847442436,TTWK000448474,2021/9/23 14:17:45,2021/9/23 14:26:26,YES,9,1,42436,42436
1685,TTWK00040167842436,TTWK000401678,2021/9/23 14:17:45,2021/9/23 14:26:26,YES,9,1,42436,42436
1686,TTWK00040166542436,TTWK000401665,2021/9/23 14:17:45,2021/9/23 14:26:26,YES,9,1,42436,42436
1687,TTWK00040166642436,TTWK000401666,2021/9/23 14:17:45,2021/9/23 14:26:26,YES,9,1,42436,42436
1688,TTWK00040166742436,TTWK000401667,2021/9/23 14:17:45,2021/9/23 14:26:26,YES,9,1,42436,42436
1689,TTWK00040168042436,TTWK000401680,2021/9/23 14:17:45,2021/9/23 14:26:26,YES,9,1,42436,42436
1690,TTWK00040167742436,TTWK000401677,2021/9/23 14:17:45,2021/9/23 14:26:26,YES,9,1,42436,42436
1691,TTWK00040166842436,TTWK000401668,2021/9/23 14:17:45,2021/9/23 14:26:26,YES,9,1,42436,42436
1692,TTWK00040167942436,TTWK000401679,2021/9/23 14:17:45,2021/9/23 14:26:26,YES,9,1,42436,42436
1694,TTWK00040166389431,TTWK000401663,2021/9/23 14:17:45,2021/9/23 14:58:29,YES,41,1,89431,89431
1695,TTWK00040164489431,TTWK000401644,2021/9/23 14:17:45,2021/9/23 14:58:29,YES,41,1,89431,89431
1696,TTWK00040164689431,TTWK000401646,2021/9/23 14:17:45,2021/9/23 14:58:29,YES,41,1,89431,89431
1697,TTWK00040167489431,TTWK000401674,2021/9/23 14:17:45,2021/9/23 14:58:29,YES,41,1,89431,89431
1698,TTWK00040165689431,TTWK000401656,2021/9/23 14:17:45,2021/9/23 14:58:29,YES,41,1,89431,89431
1699,TTWK00040165889431,TTWK000401658,2021/9/23 14:17:45,2021/9/23 14:58:29,YES,41,1,89431,89431
1700,TTWK00040167689431,TTWK000401676,2021/9/23 14:17:45,2021/9/23 14:58:29,YES,41,1,89431,89431
1701,TTWK00040167389431,TTWK000401673,2021/9/23 14:17:45,2021/9/23 14:58:29,YES,41,1,89431,89431
1702,TTWK00040164589431,TTWK000401645,2021/9/23 14:17:45,2021/9/23 14:58:29,YES,41,1,89431,89431
1703,TTWK00040165789431,TTWK000401657,2021/9/23 14:17:45,2021/9/23 14:58:29,YES,41,1,89431,89431
1705,TTWK00040166189431,TTWK000401661,2021/9/23 14:17:45,尚未完成,NO,,1,89431,89431
1706,TTWK00040168889431,TTWK000401688,2021/9/23 14:17:45,2021/9/23 14:58:29,YES,41,1,89431,89431
1707,TTWK00040167589431,TTWK000401675,2021/9/23 14:17:45,2021/9/23 14:58:29,YES,41,1,89431,89431
1708,TTWK00040166289431,TTWK000401662,2021/9/23 14:17:45,2021/9/23 14:58:29,YES,41,1,89431,89431
1709,TTWK00040165989431,TTWK000401659,2021/9/23 14:17:45,2021/9/23 14:58:29,YES,41,1,89431,89431
1710,TTWK00040166089431,TTWK000401660,2021/9/23 14:17:45,2021/9/23 14:58:29,YES,41,1,89431,89431
1712,TTWK00040168179576,TTWK000401681,2021/9/23 14:23:23,2021/9/23 14:46:53,YES,24,1,79576,79576
1713,TTWK00040168979576,TTWK000401689,2021/9/23 14:23:23,2021/9/23 14:46:53,YES,23,1,79576,79576
1714,TTWK00040168779576,TTWK000401687,2021/9/23 14:23:24,2021/9/23 14:46:53,YES,23,1,79576,79576
1715,TTWK00040169479576,TTWK000401694,2021/9/23 14:23:25,2021/9/23 14:46:53,YES,23,1,79576,79576
1716,TTWK00040168579576,TTWK000401685,2021/9/23 14:23:26,尚未完成,NO,,1,79576,79576
1717,TTWK00040168679576,TTWK000401686,2021/9/23 14:23:27,尚未完成,NO,,1,79576,79576
1718,TTWK00040169279576,TTWK000401692,2021/9/23 14:23:30,尚未完成,NO,,1,79576,79576
1719,TTWK00040168479576,TTWK000401684,2021/9/23 14:23:30,2021/9/23 14:46:53,YES,23,1,79576,79576
1720,TTWK00040169679576,TTWK000401696,2021/9/23 14:23:32,2021/9/23 14:46:53,YES,23,1,79576,79576
1721,TTWK00040169079576,TTWK000401690,2021/9/23 14:23:35,2021/9/23 14:46:53,YES,23,1,79576,79576
1722,TTWK00040169379576,TTWK000401693,2021/9/23 14:23:36,2021/9/23 14:46:53,YES,23,1,79576,79576
1723,TTWK00040168279576,TTWK000401682,2021/9/23 14:23:38,尚未完成,NO,,1,79576,79576
1724,TTWK00040168379576,TTWK000401683,2021/9/23 14:23:50,尚未完成,NO,,1,79576,79576
1725,TTWK00040169179576,TTWK000401691,2021/9/23 14:23:52,尚未完成,NO,,1,79576,79576
1726,TTWK00040169579576,TTWK000401695,2021/9/23 14:23:53,2021/9/23 14:46:53,YES,23,1,79576,79576
